"Meddržavne selitve po državi državljanstva in spolu, Slovenija, letno"

"LETO";"DRŽAVA DRŽAVLJANSTVA";"SPOL";"SELITVE";Meddržavne selitve
"2012";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";5
"2012";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2012";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2013";"EVROPA";"Moški";"Priseljeni iz tujine";8167
"2013";"EVROPA";"Ženske";"Priseljeni iz tujine";5155
"2013";"  Albanija";"Moški";"Priseljeni iz tujine";5
"2013";"  Albanija";"Ženske";"Priseljeni iz tujine";6
"2013";"  Avstrija";"Moški";"Priseljeni iz tujine";34
"2013";"  Avstrija";"Ženske";"Priseljeni iz tujine";19
"2013";"  Belgija";"Moški";"Priseljeni iz tujine";8
"2013";"  Belgija";"Ženske";"Priseljeni iz tujine";4
"2013";"  Bolgarija";"Moški";"Priseljeni iz tujine";521
"2013";"  Bolgarija";"Ženske";"Priseljeni iz tujine";164
"2013";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2390
"2013";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1456
"2013";"  Èeška republika";"Moški";"Priseljeni iz tujine";7
"2013";"  Èeška republika";"Ženske";"Priseljeni iz tujine";13
"2013";"  Èrna gora";"Moški";"Priseljeni iz tujine";28
"2013";"  Èrna gora";"Ženske";"Priseljeni iz tujine";48
"2013";"  Danska";"Moški";"Priseljeni iz tujine";2
"2013";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2013";"  Francija";"Moški";"Priseljeni iz tujine";62
"2013";"  Francija";"Ženske";"Priseljeni iz tujine";30
"2013";"  Hrvaška";"Moški";"Priseljeni iz tujine";878
"2013";"  Hrvaška";"Ženske";"Priseljeni iz tujine";319
"2013";"  Italija";"Moški";"Priseljeni iz tujine";300
"2013";"  Italija";"Ženske";"Priseljeni iz tujine";129
"2013";"  Kosovo";"Moški";"Priseljeni iz tujine";483
"2013";"  Kosovo";"Ženske";"Priseljeni iz tujine";569
"2013";"  Madžarska";"Moški";"Priseljeni iz tujine";50
"2013";"  Madžarska";"Ženske";"Priseljeni iz tujine";40
"2013";"  Nemèija";"Moški";"Priseljeni iz tujine";75
"2013";"  Nemèija";"Ženske";"Priseljeni iz tujine";48
"2013";"  Nizozemska";"Moški";"Priseljeni iz tujine";18
"2013";"  Nizozemska";"Ženske";"Priseljeni iz tujine";6
"2013";"  Poljska";"Moški";"Priseljeni iz tujine";42
"2013";"  Poljska";"Ženske";"Priseljeni iz tujine";16
"2013";"  Romunija";"Moški";"Priseljeni iz tujine";157
"2013";"  Romunija";"Ženske";"Priseljeni iz tujine";36
"2013";"  Ruska federacija";"Moški";"Priseljeni iz tujine";171
"2013";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";170
"2013";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";382
"2013";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";440
"2013";"  Slovenija";"Moški";"Priseljeni iz tujine";1306
"2013";"  Slovenija";"Ženske";"Priseljeni iz tujine";944
"2013";"  Srbija";"Moški";"Priseljeni iz tujine";987
"2013";"  Srbija";"Ženske";"Priseljeni iz tujine";427
"2013";"  Švedska";"Moški";"Priseljeni iz tujine";9
"2013";"  Švedska";"Ženske";"Priseljeni iz tujine";5
"2013";"  Švica";"Moški";"Priseljeni iz tujine";5
"2013";"  Švica";"Ženske";"Priseljeni iz tujine";3
"2013";"  Ukrajina";"Moški";"Priseljeni iz tujine";73
"2013";"  Ukrajina";"Ženske";"Priseljeni iz tujine";109
"2013";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";42
"2013";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";20
"2013";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";132
"2013";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";133
"2013";"AFRIKA";"Moški";"Priseljeni iz tujine";50
"2013";"AFRIKA";"Ženske";"Priseljeni iz tujine";17
"2013";"AZIJA";"Moški";"Priseljeni iz tujine";165
"2013";"AZIJA";"Ženske";"Priseljeni iz tujine";141
"2013";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";12
"2013";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";25
"2013";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";61
"2013";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";63
"2013";"  Kanada";"Moški";"Priseljeni iz tujine";2
"2013";"  Kanada";"Ženske";"Priseljeni iz tujine";2
"2013";"  Združene države";"Moški";"Priseljeni iz tujine";45
"2013";"  Združene države";"Ženske";"Priseljeni iz tujine";31
"2013";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";14
"2013";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";30
"2013";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";10
"2013";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";5
"2013";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2013";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2014";"EVROPA";"Moški";"Priseljeni iz tujine";7960
"2014";"EVROPA";"Ženske";"Priseljeni iz tujine";5374
"2014";"  Albanija";"Moški";"Priseljeni iz tujine";3
"2014";"  Albanija";"Ženske";"Priseljeni iz tujine";7
"2014";"  Avstrija";"Moški";"Priseljeni iz tujine";45
"2014";"  Avstrija";"Ženske";"Priseljeni iz tujine";20
"2014";"  Belgija";"Moški";"Priseljeni iz tujine";13
"2014";"  Belgija";"Ženske";"Priseljeni iz tujine";1
"2014";"  Bolgarija";"Moški";"Priseljeni iz tujine";679
"2014";"  Bolgarija";"Ženske";"Priseljeni iz tujine";130
"2014";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2034
"2014";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1342
"2014";"  Èeška republika";"Moški";"Priseljeni iz tujine";15
"2014";"  Èeška republika";"Ženske";"Priseljeni iz tujine";29
"2014";"  Èrna gora";"Moški";"Priseljeni iz tujine";44
"2014";"  Èrna gora";"Ženske";"Priseljeni iz tujine";32
"2014";"  Danska";"Moški";"Priseljeni iz tujine";2
"2014";"  Danska";"Ženske";"Priseljeni iz tujine";2
"2014";"  Francija";"Moški";"Priseljeni iz tujine";29
"2014";"  Francija";"Ženske";"Priseljeni iz tujine";15
"2014";"  Hrvaška";"Moški";"Priseljeni iz tujine";684
"2014";"  Hrvaška";"Ženske";"Priseljeni iz tujine";380
"2014";"  Italija";"Moški";"Priseljeni iz tujine";320
"2014";"  Italija";"Ženske";"Priseljeni iz tujine";161
"2014";"  Kosovo";"Moški";"Priseljeni iz tujine";626
"2014";"  Kosovo";"Ženske";"Priseljeni iz tujine";673
"2014";"  Madžarska";"Moški";"Priseljeni iz tujine";92
"2014";"  Madžarska";"Ženske";"Priseljeni iz tujine";33
"2014";"  Nemèija";"Moški";"Priseljeni iz tujine";74
"2014";"  Nemèija";"Ženske";"Priseljeni iz tujine";58
"2014";"  Nizozemska";"Moški";"Priseljeni iz tujine";13
"2014";"  Nizozemska";"Ženske";"Priseljeni iz tujine";6
"2014";"  Poljska";"Moški";"Priseljeni iz tujine";37
"2014";"  Poljska";"Ženske";"Priseljeni iz tujine";19
"2014";"  Romunija";"Moški";"Priseljeni iz tujine";85
"2014";"  Romunija";"Ženske";"Priseljeni iz tujine";38
"2014";"  Ruska federacija";"Moški";"Priseljeni iz tujine";240
"2014";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";252
"2014";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";343
"2014";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";402
"2014";"  Slovenija";"Moški";"Priseljeni iz tujine";1413
"2014";"  Slovenija";"Ženske";"Priseljeni iz tujine";1122
"2014";"  Srbija";"Moški";"Priseljeni iz tujine";877
"2014";"  Srbija";"Ženske";"Priseljeni iz tujine";389
"2014";"  Švedska";"Moški";"Priseljeni iz tujine";7
"2014";"  Švedska";"Ženske";"Priseljeni iz tujine";7
"2014";"  Švica";"Moški";"Priseljeni iz tujine";11
"2014";"  Švica";"Ženske";"Priseljeni iz tujine";2
"2014";"  Ukrajina";"Moški";"Priseljeni iz tujine";104
"2014";"  Ukrajina";"Ženske";"Priseljeni iz tujine";119
"2014";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";48
"2014";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";22
"2014";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";122
"2014";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";113
"2014";"AFRIKA";"Moški";"Priseljeni iz tujine";63
"2014";"AFRIKA";"Ženske";"Priseljeni iz tujine";23
"2014";"AZIJA";"Moški";"Priseljeni iz tujine";143
"2014";"AZIJA";"Ženske";"Priseljeni iz tujine";135
"2014";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";12
"2014";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";17
"2014";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";58
"2014";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";54
"2014";"  Kanada";"Moški";"Priseljeni iz tujine";4
"2014";"  Kanada";"Ženske";"Priseljeni iz tujine";3
"2014";"  Združene države";"Moški";"Priseljeni iz tujine";39
"2014";"  Združene države";"Ženske";"Priseljeni iz tujine";35
"2014";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";15
"2014";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";16
"2014";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";6
"2014";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";1
"2014";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2014";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2015";"EVROPA";"Moški";"Priseljeni iz tujine";8872
"2015";"EVROPA";"Ženske";"Priseljeni iz tujine";5907
"2015";"  Albanija";"Moški";"Priseljeni iz tujine";5
"2015";"  Albanija";"Ženske";"Priseljeni iz tujine";13
"2015";"  Avstrija";"Moški";"Priseljeni iz tujine";34
"2015";"  Avstrija";"Ženske";"Priseljeni iz tujine";18
"2015";"  Belgija";"Moški";"Priseljeni iz tujine";5
"2015";"  Belgija";"Ženske";"Priseljeni iz tujine";2
"2015";"  Bolgarija";"Moški";"Priseljeni iz tujine";522
"2015";"  Bolgarija";"Ženske";"Priseljeni iz tujine";140
"2015";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2958
"2015";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1736
"2015";"  Èeška republika";"Moški";"Priseljeni iz tujine";14
"2015";"  Èeška republika";"Ženske";"Priseljeni iz tujine";16
"2015";"  Èrna gora";"Moški";"Priseljeni iz tujine";46
"2015";"  Èrna gora";"Ženske";"Priseljeni iz tujine";21
"2015";"  Danska";"Moški";"Priseljeni iz tujine";2
"2015";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2015";"  Francija";"Moški";"Priseljeni iz tujine";28
"2015";"  Francija";"Ženske";"Priseljeni iz tujine";22
"2015";"  Hrvaška";"Moški";"Priseljeni iz tujine";539
"2015";"  Hrvaška";"Ženske";"Priseljeni iz tujine";307
"2015";"  Italija";"Moški";"Priseljeni iz tujine";384
"2015";"  Italija";"Ženske";"Priseljeni iz tujine";144
"2015";"  Kosovo";"Moški";"Priseljeni iz tujine";699
"2015";"  Kosovo";"Ženske";"Priseljeni iz tujine";832
"2015";"  Madžarska";"Moški";"Priseljeni iz tujine";78
"2015";"  Madžarska";"Ženske";"Priseljeni iz tujine";47
"2015";"  Nemèija";"Moški";"Priseljeni iz tujine";57
"2015";"  Nemèija";"Ženske";"Priseljeni iz tujine";37
"2015";"  Nizozemska";"Moški";"Priseljeni iz tujine";12
"2015";"  Nizozemska";"Ženske";"Priseljeni iz tujine";3
"2015";"  Poljska";"Moški";"Priseljeni iz tujine";16
"2015";"  Poljska";"Ženske";"Priseljeni iz tujine";18
"2015";"  Romunija";"Moški";"Priseljeni iz tujine";45
"2015";"  Romunija";"Ženske";"Priseljeni iz tujine";22
"2015";"  Ruska federacija";"Moški";"Priseljeni iz tujine";303
"2015";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";336
"2015";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";324
"2015";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";385
"2015";"  Slovenija";"Moški";"Priseljeni iz tujine";1612
"2015";"  Slovenija";"Ženske";"Priseljeni iz tujine";1143
"2015";"  Srbija";"Moški";"Priseljeni iz tujine";886
"2015";"  Srbija";"Ženske";"Priseljeni iz tujine";365
"2015";"  Švedska";"Moški";"Priseljeni iz tujine";9
"2015";"  Švedska";"Ženske";"Priseljeni iz tujine";3
"2015";"  Švica";"Moški";"Priseljeni iz tujine";5
"2015";"  Švica";"Ženske";"Priseljeni iz tujine";4
"2015";"  Ukrajina";"Moški";"Priseljeni iz tujine";134
"2015";"  Ukrajina";"Ženske";"Priseljeni iz tujine";169
"2015";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";47
"2015";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";25
"2015";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";108
"2015";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";98
"2015";"AFRIKA";"Moški";"Priseljeni iz tujine";62
"2015";"AFRIKA";"Ženske";"Priseljeni iz tujine";20
"2015";"AZIJA";"Moški";"Priseljeni iz tujine";197
"2015";"AZIJA";"Ženske";"Priseljeni iz tujine";175
"2015";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";13
"2015";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";31
"2015";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";65
"2015";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";70
"2015";"  Kanada";"Moški";"Priseljeni iz tujine";4
"2015";"  Kanada";"Ženske";"Priseljeni iz tujine";7
"2015";"  Združene države";"Moški";"Priseljeni iz tujine";48
"2015";"  Združene države";"Ženske";"Priseljeni iz tujine";44
"2015";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";13
"2015";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";19
"2015";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";6
"2015";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";2
"2015";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2015";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2016";"EVROPA";"Moški";"Priseljeni iz tujine";10023
"2016";"EVROPA";"Ženske";"Priseljeni iz tujine";5913
"2016";"  Albanija";"Moški";"Priseljeni iz tujine";1
"2016";"  Albanija";"Ženske";"Priseljeni iz tujine";10
"2016";"  Avstrija";"Moški";"Priseljeni iz tujine";47
"2016";"  Avstrija";"Ženske";"Priseljeni iz tujine";27
"2016";"  Belgija";"Moški";"Priseljeni iz tujine";9
"2016";"  Belgija";"Ženske";"Priseljeni iz tujine";5
"2016";"  Bolgarija";"Moški";"Priseljeni iz tujine";592
"2016";"  Bolgarija";"Ženske";"Priseljeni iz tujine";151
"2016";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";3250
"2016";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1561
"2016";"  Èeška republika";"Moški";"Priseljeni iz tujine";6
"2016";"  Èeška republika";"Ženske";"Priseljeni iz tujine";21
"2016";"  Èrna gora";"Moški";"Priseljeni iz tujine";26
"2016";"  Èrna gora";"Ženske";"Priseljeni iz tujine";26
"2016";"  Danska";"Moški";"Priseljeni iz tujine";4
"2016";"  Danska";"Ženske";"Priseljeni iz tujine";3
"2016";"  Francija";"Moški";"Priseljeni iz tujine";45
"2016";"  Francija";"Ženske";"Priseljeni iz tujine";29
"2016";"  Hrvaška";"Moški";"Priseljeni iz tujine";722
"2016";"  Hrvaška";"Ženske";"Priseljeni iz tujine";373
"2016";"  Italija";"Moški";"Priseljeni iz tujine";395
"2016";"  Italija";"Ženske";"Priseljeni iz tujine";164
"2016";"  Kosovo";"Moški";"Priseljeni iz tujine";684
"2016";"  Kosovo";"Ženske";"Priseljeni iz tujine";799
"2016";"  Madžarska";"Moški";"Priseljeni iz tujine";149
"2016";"  Madžarska";"Ženske";"Priseljeni iz tujine";34
"2016";"  Nemèija";"Moški";"Priseljeni iz tujine";76
"2016";"  Nemèija";"Ženske";"Priseljeni iz tujine";44
"2016";"  Nizozemska";"Moški";"Priseljeni iz tujine";12
"2016";"  Nizozemska";"Ženske";"Priseljeni iz tujine";6
"2016";"  Poljska";"Moški";"Priseljeni iz tujine";12
"2016";"  Poljska";"Ženske";"Priseljeni iz tujine";31
"2016";"  Romunija";"Moški";"Priseljeni iz tujine";103
"2016";"  Romunija";"Ženske";"Priseljeni iz tujine";33
"2016";"  Ruska federacija";"Moški";"Priseljeni iz tujine";277
"2016";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";247
"2016";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";397
"2016";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";465
"2016";"  Slovenija";"Moški";"Priseljeni iz tujine";1653
"2016";"  Slovenija";"Ženske";"Priseljeni iz tujine";1210
"2016";"  Srbija";"Moški";"Priseljeni iz tujine";1222
"2016";"  Srbija";"Ženske";"Priseljeni iz tujine";375
"2016";"  Švedska";"Moški";"Priseljeni iz tujine";10
"2016";"  Švedska";"Ženske";"Priseljeni iz tujine";4
"2016";"  Švica";"Moški";"Priseljeni iz tujine";9
"2016";"  Švica";"Ženske";"Priseljeni iz tujine";5
"2016";"  Ukrajina";"Moški";"Priseljeni iz tujine";158
"2016";"  Ukrajina";"Ženske";"Priseljeni iz tujine";147
"2016";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";51
"2016";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";38
"2016";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";113
"2016";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";105
"2016";"AFRIKA";"Moški";"Priseljeni iz tujine";53
"2016";"AFRIKA";"Ženske";"Priseljeni iz tujine";17
"2016";"AZIJA";"Moški";"Priseljeni iz tujine";246
"2016";"AZIJA";"Ženske";"Priseljeni iz tujine";190
"2016";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";22
"2016";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";25
"2016";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";65
"2016";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";56
"2016";"  Kanada";"Moški";"Priseljeni iz tujine";12
"2016";"  Kanada";"Ženske";"Priseljeni iz tujine";4
"2016";"  Združene države";"Moški";"Priseljeni iz tujine";40
"2016";"  Združene države";"Ženske";"Priseljeni iz tujine";36
"2016";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";13
"2016";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";16
"2016";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";8
"2016";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";5
"2016";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2016";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2017";"EVROPA";"Moški";"Priseljeni iz tujine";11820
"2017";"EVROPA";"Ženske";"Priseljeni iz tujine";6193
"2017";"  Albanija";"Moški";"Priseljeni iz tujine";4
"2017";"  Albanija";"Ženske";"Priseljeni iz tujine";7
"2017";"  Avstrija";"Moški";"Priseljeni iz tujine";35
"2017";"  Avstrija";"Ženske";"Priseljeni iz tujine";30
"2017";"  Belgija";"Moški";"Priseljeni iz tujine";21
"2017";"  Belgija";"Ženske";"Priseljeni iz tujine";7
"2017";"  Bolgarija";"Moški";"Priseljeni iz tujine";652
"2017";"  Bolgarija";"Ženske";"Priseljeni iz tujine";148
"2017";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";4415
"2017";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1770
"2017";"  Èeška republika";"Moški";"Priseljeni iz tujine";8
"2017";"  Èeška republika";"Ženske";"Priseljeni iz tujine";9
"2017";"  Èrna gora";"Moški";"Priseljeni iz tujine";34
"2017";"  Èrna gora";"Ženske";"Priseljeni iz tujine";31
"2017";"  Danska";"Moški";"Priseljeni iz tujine";6
"2017";"  Danska";"Ženske";"Priseljeni iz tujine";8
"2017";"  Francija";"Moški";"Priseljeni iz tujine";46
"2017";"  Francija";"Ženske";"Priseljeni iz tujine";14
"2017";"  Hrvaška";"Moški";"Priseljeni iz tujine";715
"2017";"  Hrvaška";"Ženske";"Priseljeni iz tujine";384
"2017";"  Italija";"Moški";"Priseljeni iz tujine";380
"2017";"  Italija";"Ženske";"Priseljeni iz tujine";168
"2017";"  Kosovo";"Moški";"Priseljeni iz tujine";714
"2017";"  Kosovo";"Ženske";"Priseljeni iz tujine";666
"2017";"  Madžarska";"Moški";"Priseljeni iz tujine";134
"2017";"  Madžarska";"Ženske";"Priseljeni iz tujine";51
"2017";"  Nemèija";"Moški";"Priseljeni iz tujine";56
"2017";"  Nemèija";"Ženske";"Priseljeni iz tujine";29
"2017";"  Nizozemska";"Moški";"Priseljeni iz tujine";16
"2017";"  Nizozemska";"Ženske";"Priseljeni iz tujine";9
"2017";"  Poljska";"Moški";"Priseljeni iz tujine";21
"2017";"  Poljska";"Ženske";"Priseljeni iz tujine";27
"2017";"  Romunija";"Moški";"Priseljeni iz tujine";46
"2017";"  Romunija";"Ženske";"Priseljeni iz tujine";26
"2017";"  Ruska federacija";"Moški";"Priseljeni iz tujine";228
"2017";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";252
"2017";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";498
"2017";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";509
"2017";"  Slovenija";"Moški";"Priseljeni iz tujine";1956
"2017";"  Slovenija";"Ženske";"Priseljeni iz tujine";1332
"2017";"  Srbija";"Moški";"Priseljeni iz tujine";1556
"2017";"  Srbija";"Ženske";"Priseljeni iz tujine";400
"2017";"  Švedska";"Moški";"Priseljeni iz tujine";5
"2017";"  Švedska";"Ženske";"Priseljeni iz tujine";4
"2017";"  Švica";"Moški";"Priseljeni iz tujine";9
"2017";"  Švica";"Ženske";"Priseljeni iz tujine";3
"2017";"  Ukrajina";"Moški";"Priseljeni iz tujine";113
"2017";"  Ukrajina";"Ženske";"Priseljeni iz tujine";159
"2017";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";58
"2017";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";42
"2017";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";94
"2017";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";108
"2017";"AFRIKA";"Moški";"Priseljeni iz tujine";76
"2017";"AFRIKA";"Ženske";"Priseljeni iz tujine";21
"2017";"AZIJA";"Moški";"Priseljeni iz tujine";284
"2017";"AZIJA";"Ženske";"Priseljeni iz tujine";233
"2017";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";24
"2017";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";28
"2017";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";50
"2017";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";63
"2017";"  Kanada";"Moški";"Priseljeni iz tujine";9
"2017";"  Kanada";"Ženske";"Priseljeni iz tujine";5
"2017";"  Združene države";"Moški";"Priseljeni iz tujine";30
"2017";"  Združene države";"Ženske";"Priseljeni iz tujine";33
"2017";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";11
"2017";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";25
"2017";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";10
"2017";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2017";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2017";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2018";"EVROPA";"Moški";"Priseljeni iz tujine";19596
"2018";"EVROPA";"Ženske";"Priseljeni iz tujine";7932
"2018";"  Albanija";"Moški";"Priseljeni iz tujine";6
"2018";"  Albanija";"Ženske";"Priseljeni iz tujine";13
"2018";"  Avstrija";"Moški";"Priseljeni iz tujine";58
"2018";"  Avstrija";"Ženske";"Priseljeni iz tujine";31
"2018";"  Belgija";"Moški";"Priseljeni iz tujine";13
"2018";"  Belgija";"Ženske";"Priseljeni iz tujine";4
"2018";"  Bolgarija";"Moški";"Priseljeni iz tujine";557
"2018";"  Bolgarija";"Ženske";"Priseljeni iz tujine";151
"2018";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";9134
"2018";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";2582
"2018";"  Èeška republika";"Moški";"Priseljeni iz tujine";11
"2018";"  Èeška republika";"Ženske";"Priseljeni iz tujine";10
"2018";"  Èrna gora";"Moški";"Priseljeni iz tujine";59
"2018";"  Èrna gora";"Ženske";"Priseljeni iz tujine";25
"2018";"  Danska";"Moški";"Priseljeni iz tujine";2
"2018";"  Danska";"Ženske";"Priseljeni iz tujine";0
"2018";"  Francija";"Moški";"Priseljeni iz tujine";51
"2018";"  Francija";"Ženske";"Priseljeni iz tujine";25
"2018";"  Hrvaška";"Moški";"Priseljeni iz tujine";801
"2018";"  Hrvaška";"Ženske";"Priseljeni iz tujine";430
"2018";"  Italija";"Moški";"Priseljeni iz tujine";328
"2018";"  Italija";"Ženske";"Priseljeni iz tujine";142
"2018";"  Kosovo";"Moški";"Priseljeni iz tujine";1679
"2018";"  Kosovo";"Ženske";"Priseljeni iz tujine";752
"2018";"  Madžarska";"Moški";"Priseljeni iz tujine";127
"2018";"  Madžarska";"Ženske";"Priseljeni iz tujine";50
"2018";"  Nemèija";"Moški";"Priseljeni iz tujine";76
"2018";"  Nemèija";"Ženske";"Priseljeni iz tujine";46
"2018";"  Nizozemska";"Moški";"Priseljeni iz tujine";27
"2018";"  Nizozemska";"Ženske";"Priseljeni iz tujine";11
"2018";"  Poljska";"Moški";"Priseljeni iz tujine";10
"2018";"  Poljska";"Ženske";"Priseljeni iz tujine";23
"2018";"  Romunija";"Moški";"Priseljeni iz tujine";51
"2018";"  Romunija";"Ženske";"Priseljeni iz tujine";34
"2018";"  Ruska federacija";"Moški";"Priseljeni iz tujine";281
"2018";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";272
"2018";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";874
"2018";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";582
"2018";"  Slovenija";"Moški";"Priseljeni iz tujine";2474
"2018";"  Slovenija";"Ženske";"Priseljeni iz tujine";1880
"2018";"  Srbija";"Moški";"Priseljeni iz tujine";2609
"2018";"  Srbija";"Ženske";"Priseljeni iz tujine";568
"2018";"  Švedska";"Moški";"Priseljeni iz tujine";3
"2018";"  Švedska";"Ženske";"Priseljeni iz tujine";3
"2018";"  Švica";"Moški";"Priseljeni iz tujine";6
"2018";"  Švica";"Ženske";"Priseljeni iz tujine";2
