"Priseljeni prebivalci po državi prejšnjega prebivališèa, državljanstvu in starostnih skupinah, Slovenija, letno"

"LETO";"DRŽAVLJANSTVO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"STAROSTNE SKUPINE";Priseljeni prebivalci
"2015";"Tuji državljani";"....Slovaška";"20-24";6
"2015";"Tuji državljani";"....Slovaška";"25-29";16
"2015";"Tuji državljani";"....Slovaška";"30-34";9
"2015";"Tuji državljani";"....Slovaška";"35-39";8
"2015";"Tuji državljani";"....Slovaška";"40-44";6
"2015";"Tuji državljani";"....Slovaška";"45-49";7
"2015";"Tuji državljani";"....Slovaška";"50-54";5
"2015";"Tuji državljani";"....Slovaška";"55-59";6
"2015";"Tuji državljani";"....Slovaška";"60-64";5
"2015";"Tuji državljani";"....Slovaška";"65 +";0
"2015";"Tuji državljani";"....Združeno kraljestvo";"0-14";8
"2015";"Tuji državljani";"....Združeno kraljestvo";"15-19";0
"2015";"Tuji državljani";"....Združeno kraljestvo";"20-24";4
"2015";"Tuji državljani";"....Združeno kraljestvo";"25-29";3
"2015";"Tuji državljani";"....Združeno kraljestvo";"30-34";2
"2015";"Tuji državljani";"....Združeno kraljestvo";"35-39";7
"2015";"Tuji državljani";"....Združeno kraljestvo";"40-44";8
"2015";"Tuji državljani";"....Združeno kraljestvo";"45-49";15
"2015";"Tuji državljani";"....Združeno kraljestvo";"50-54";8
"2015";"Tuji državljani";"....Združeno kraljestvo";"55-59";9
"2015";"Tuji državljani";"....Združeno kraljestvo";"60-64";5
"2015";"Tuji državljani";"....Združeno kraljestvo";"65 +";7
"2015";"Tuji državljani";"....ostale države èlanice EU";"0-14";29
"2015";"Tuji državljani";"....ostale države èlanice EU";"15-19";13
"2015";"Tuji državljani";"....ostale države èlanice EU";"20-24";36
"2015";"Tuji državljani";"....ostale države èlanice EU";"25-29";76
"2015";"Tuji državljani";"....ostale države èlanice EU";"30-34";50
"2015";"Tuji državljani";"....ostale države èlanice EU";"35-39";61
"2015";"Tuji državljani";"....ostale države èlanice EU";"40-44";29
"2015";"Tuji državljani";"....ostale države èlanice EU";"45-49";22
"2015";"Tuji državljani";"....ostale države èlanice EU";"50-54";16
"2015";"Tuji državljani";"....ostale države èlanice EU";"55-59";6
"2015";"Tuji državljani";"....ostale države èlanice EU";"60-64";7
"2015";"Tuji državljani";"....ostale države èlanice EU";"65 +";11
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";218
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";47
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";44
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";89
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";146
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";128
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";115
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";86
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";50
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";35
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";20
"2015";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";26
"2015";"Tuji državljani";"....Ruska federacija";"0-14";149
"2015";"Tuji državljani";"....Ruska federacija";"15-19";27
"2015";"Tuji državljani";"....Ruska federacija";"20-24";24
"2015";"Tuji državljani";"....Ruska federacija";"25-29";43
"2015";"Tuji državljani";"....Ruska federacija";"30-34";85
"2015";"Tuji državljani";"....Ruska federacija";"35-39";75
"2015";"Tuji državljani";"....Ruska federacija";"40-44";79
"2015";"Tuji državljani";"....Ruska federacija";"45-49";59
"2015";"Tuji državljani";"....Ruska federacija";"50-54";34
"2015";"Tuji državljani";"....Ruska federacija";"55-59";26
"2015";"Tuji državljani";"....Ruska federacija";"60-64";11
"2015";"Tuji državljani";"....Ruska federacija";"65 +";19
"2015";"Tuji državljani";"....Švica";"0-14";0
"2015";"Tuji državljani";"....Švica";"15-19";0
"2015";"Tuji državljani";"....Švica";"20-24";0
"2015";"Tuji državljani";"....Švica";"25-29";4
"2015";"Tuji državljani";"....Švica";"30-34";0
"2015";"Tuji državljani";"....Švica";"35-39";1
"2015";"Tuji državljani";"....Švica";"40-44";0
"2015";"Tuji državljani";"....Švica";"45-49";2
"2015";"Tuji državljani";"....Švica";"50-54";0
"2015";"Tuji državljani";"....Švica";"55-59";2
"2015";"Tuji državljani";"....Švica";"60-64";3
"2015";"Tuji državljani";"....Švica";"65 +";3
"2015";"Tuji državljani";"....Ukrajina";"0-14";60
"2015";"Tuji državljani";"....Ukrajina";"15-19";18
"2015";"Tuji državljani";"....Ukrajina";"20-24";15
"2015";"Tuji državljani";"....Ukrajina";"25-29";31
"2015";"Tuji državljani";"....Ukrajina";"30-34";52
"2015";"Tuji državljani";"....Ukrajina";"35-39";46
"2015";"Tuji državljani";"....Ukrajina";"40-44";28
"2015";"Tuji državljani";"....Ukrajina";"45-49";18
"2015";"Tuji državljani";"....Ukrajina";"50-54";14
"2015";"Tuji državljani";"....Ukrajina";"55-59";6
"2015";"Tuji državljani";"....Ukrajina";"60-64";4
"2015";"Tuji državljani";"....Ukrajina";"65 +";3
"2015";"Tuji državljani";"....ostale evropske države";"0-14";9
"2015";"Tuji državljani";"....ostale evropske države";"15-19";2
"2015";"Tuji državljani";"....ostale evropske države";"20-24";5
"2015";"Tuji državljani";"....ostale evropske države";"25-29";11
"2015";"Tuji državljani";"....ostale evropske države";"30-34";9
"2015";"Tuji državljani";"....ostale evropske države";"35-39";6
"2015";"Tuji državljani";"....ostale evropske države";"40-44";8
"2015";"Tuji državljani";"....ostale evropske države";"45-49";7
"2015";"Tuji državljani";"....ostale evropske države";"50-54";2
"2015";"Tuji državljani";"....ostale evropske države";"55-59";1
"2015";"Tuji državljani";"....ostale evropske države";"60-64";2
"2015";"Tuji državljani";"....ostale evropske države";"65 +";1
"2015";"Tuji državljani";"AFRIKA";"0-14";8
"2015";"Tuji državljani";"AFRIKA";"15-19";3
"2015";"Tuji državljani";"AFRIKA";"20-24";10
"2015";"Tuji državljani";"AFRIKA";"25-29";18
"2015";"Tuji državljani";"AFRIKA";"30-34";20
"2015";"Tuji državljani";"AFRIKA";"35-39";10
"2015";"Tuji državljani";"AFRIKA";"40-44";4
"2015";"Tuji državljani";"AFRIKA";"45-49";1
"2015";"Tuji državljani";"AFRIKA";"50-54";1
"2015";"Tuji državljani";"AFRIKA";"55-59";5
"2015";"Tuji državljani";"AFRIKA";"60-64";1
"2015";"Tuji državljani";"AFRIKA";"65 +";2
"2015";"Tuji državljani";"AZIJA";"0-14";38
"2015";"Tuji državljani";"AZIJA";"15-19";13
"2015";"Tuji državljani";"AZIJA";"20-24";48
"2015";"Tuji državljani";"AZIJA";"25-29";81
"2015";"Tuji državljani";"AZIJA";"30-34";55
"2015";"Tuji državljani";"AZIJA";"35-39";54
"2015";"Tuji državljani";"AZIJA";"40-44";32
"2015";"Tuji državljani";"AZIJA";"45-49";16
"2015";"Tuji državljani";"AZIJA";"50-54";12
"2015";"Tuji državljani";"AZIJA";"55-59";11
"2015";"Tuji državljani";"AZIJA";"60-64";3
"2015";"Tuji državljani";"AZIJA";"65 +";1
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";25
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";11
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";10
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";25
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";23
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";7
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";7
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";8
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";6
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";7
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";6
"2015";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";7
"2015";"Tuji državljani";"JUŽNA AMERIKA";"0-14";4
"2015";"Tuji državljani";"JUŽNA AMERIKA";"15-19";2
"2015";"Tuji državljani";"JUŽNA AMERIKA";"20-24";5
"2015";"Tuji državljani";"JUŽNA AMERIKA";"25-29";18
"2015";"Tuji državljani";"JUŽNA AMERIKA";"30-34";8
"2015";"Tuji državljani";"JUŽNA AMERIKA";"35-39";4
"2015";"Tuji državljani";"JUŽNA AMERIKA";"40-44";0
"2015";"Tuji državljani";"JUŽNA AMERIKA";"45-49";0
"2015";"Tuji državljani";"JUŽNA AMERIKA";"50-54";2
"2015";"Tuji državljani";"JUŽNA AMERIKA";"55-59";0
"2015";"Tuji državljani";"JUŽNA AMERIKA";"60-64";0
"2015";"Tuji državljani";"JUŽNA AMERIKA";"65 +";0
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";1
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";2
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";1
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";3
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";4
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";1
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";1
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";0
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";0
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";0
"2015";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";0
"2016";"Tuji državljani";"....Bosna in Hercegovina";"0-14";658
"2016";"Tuji državljani";"....Bosna in Hercegovina";"15-19";389
"2016";"Tuji državljani";"....Bosna in Hercegovina";"20-24";688
"2016";"Tuji državljani";"....Bosna in Hercegovina";"25-29";808
"2016";"Tuji državljani";"....Bosna in Hercegovina";"30-34";703
"2016";"Tuji državljani";"....Bosna in Hercegovina";"35-39";530
"2016";"Tuji državljani";"....Bosna in Hercegovina";"40-44";402
"2016";"Tuji državljani";"....Bosna in Hercegovina";"45-49";295
"2016";"Tuji državljani";"....Bosna in Hercegovina";"50-54";217
"2016";"Tuji državljani";"....Bosna in Hercegovina";"55-59";101
"2016";"Tuji državljani";"....Bosna in Hercegovina";"60-64";32
"2016";"Tuji državljani";"....Bosna in Hercegovina";"65 +";22
"2016";"Tuji državljani";"....Èrna gora";"0-14";2
"2016";"Tuji državljani";"....Èrna gora";"15-19";1
"2016";"Tuji državljani";"....Èrna gora";"20-24";19
"2016";"Tuji državljani";"....Èrna gora";"25-29";5
"2016";"Tuji državljani";"....Èrna gora";"30-34";7
"2016";"Tuji državljani";"....Èrna gora";"35-39";2
"2016";"Tuji državljani";"....Èrna gora";"40-44";1
"2016";"Tuji državljani";"....Èrna gora";"45-49";3
"2016";"Tuji državljani";"....Èrna gora";"50-54";3
"2016";"Tuji državljani";"....Èrna gora";"55-59";3
"2016";"Tuji državljani";"....Èrna gora";"60-64";1
"2016";"Tuji državljani";"....Èrna gora";"65 +";6
"2016";"Tuji državljani";"....Kosovo";"0-14";435
"2016";"Tuji državljani";"....Kosovo";"15-19";186
"2016";"Tuji državljani";"....Kosovo";"20-24";218
"2016";"Tuji državljani";"....Kosovo";"25-29";196
"2016";"Tuji državljani";"....Kosovo";"30-34";121
"2016";"Tuji državljani";"....Kosovo";"35-39";104
"2016";"Tuji državljani";"....Kosovo";"40-44";90
"2016";"Tuji državljani";"....Kosovo";"45-49";69
"2016";"Tuji državljani";"....Kosovo";"50-54";32
"2016";"Tuji državljani";"....Kosovo";"55-59";11
"2016";"Tuji državljani";"....Kosovo";"60-64";2
"2016";"Tuji državljani";"....Kosovo";"65 +";12
"2016";"Tuji državljani";"....Severna Makedonija";"0-14";158
"2016";"Tuji državljani";"....Severna Makedonija";"15-19";110
"2016";"Tuji državljani";"....Severna Makedonija";"20-24";207
"2016";"Tuji državljani";"....Severna Makedonija";"25-29";132
"2016";"Tuji državljani";"....Severna Makedonija";"30-34";87
"2016";"Tuji državljani";"....Severna Makedonija";"35-39";72
"2016";"Tuji državljani";"....Severna Makedonija";"40-44";53
"2016";"Tuji državljani";"....Severna Makedonija";"45-49";81
"2016";"Tuji državljani";"....Severna Makedonija";"50-54";40
"2016";"Tuji državljani";"....Severna Makedonija";"55-59";21
"2016";"Tuji državljani";"....Severna Makedonija";"60-64";8
"2016";"Tuji državljani";"....Severna Makedonija";"65 +";5
"2016";"Tuji državljani";"....Srbija";"0-14";111
"2016";"Tuji državljani";"....Srbija";"15-19";53
"2016";"Tuji državljani";"....Srbija";"20-24";141
"2016";"Tuji državljani";"....Srbija";"25-29";235
"2016";"Tuji državljani";"....Srbija";"30-34";258
"2016";"Tuji državljani";"....Srbija";"35-39";316
"2016";"Tuji državljani";"....Srbija";"40-44";254
"2016";"Tuji državljani";"....Srbija";"45-49";194
"2016";"Tuji državljani";"....Srbija";"50-54";98
"2016";"Tuji državljani";"....Srbija";"55-59";50
"2016";"Tuji državljani";"....Srbija";"60-64";17
"2016";"Tuji državljani";"....Srbija";"65 +";15
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";173
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";131
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";402
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";419
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";385
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";382
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";314
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";277
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";223
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";148
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";104
"2016";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";191
"2016";"Tuji državljani";"....Avstrija";"0-14";0
"2016";"Tuji državljani";"....Avstrija";"15-19";10
"2016";"Tuji državljani";"....Avstrija";"20-24";8
"2016";"Tuji državljani";"....Avstrija";"25-29";8
"2016";"Tuji državljani";"....Avstrija";"30-34";6
"2016";"Tuji državljani";"....Avstrija";"35-39";8
"2016";"Tuji državljani";"....Avstrija";"40-44";14
"2016";"Tuji državljani";"....Avstrija";"45-49";6
"2016";"Tuji državljani";"....Avstrija";"50-54";9
"2016";"Tuji državljani";"....Avstrija";"55-59";4
"2016";"Tuji državljani";"....Avstrija";"60-64";6
"2016";"Tuji državljani";"....Avstrija";"65 +";24
"2016";"Tuji državljani";"....Belgija";"0-14";2
"2016";"Tuji državljani";"....Belgija";"15-19";0
"2016";"Tuji državljani";"....Belgija";"20-24";1
"2016";"Tuji državljani";"....Belgija";"25-29";2
"2016";"Tuji državljani";"....Belgija";"30-34";2
"2016";"Tuji državljani";"....Belgija";"35-39";2
"2016";"Tuji državljani";"....Belgija";"40-44";1
"2016";"Tuji državljani";"....Belgija";"45-49";2
"2016";"Tuji državljani";"....Belgija";"50-54";3
"2016";"Tuji državljani";"....Belgija";"55-59";0
"2016";"Tuji državljani";"....Belgija";"60-64";0
"2016";"Tuji državljani";"....Belgija";"65 +";3
"2016";"Tuji državljani";"....Bolgarija";"0-14";15
"2016";"Tuji državljani";"....Bolgarija";"15-19";19
"2016";"Tuji državljani";"....Bolgarija";"20-24";69
"2016";"Tuji državljani";"....Bolgarija";"25-29";76
"2016";"Tuji državljani";"....Bolgarija";"30-34";93
"2016";"Tuji državljani";"....Bolgarija";"35-39";89
"2016";"Tuji državljani";"....Bolgarija";"40-44";90
"2016";"Tuji državljani";"....Bolgarija";"45-49";81
"2016";"Tuji državljani";"....Bolgarija";"50-54";53
"2016";"Tuji državljani";"....Bolgarija";"55-59";35
"2016";"Tuji državljani";"....Bolgarija";"60-64";6
"2016";"Tuji državljani";"....Bolgarija";"65 +";2
"2016";"Tuji državljani";"....Hrvaška";"0-14";38
"2016";"Tuji državljani";"....Hrvaška";"15-19";58
"2016";"Tuji državljani";"....Hrvaška";"20-24";205
"2016";"Tuji državljani";"....Hrvaška";"25-29";162
"2016";"Tuji državljani";"....Hrvaška";"30-34";135
"2016";"Tuji državljani";"....Hrvaška";"35-39";125
"2016";"Tuji državljani";"....Hrvaška";"40-44";78
"2016";"Tuji državljani";"....Hrvaška";"45-49";53
"2016";"Tuji državljani";"....Hrvaška";"50-54";47
"2016";"Tuji državljani";"....Hrvaška";"55-59";40
"2016";"Tuji državljani";"....Hrvaška";"60-64";26
"2016";"Tuji državljani";"....Hrvaška";"65 +";35
"2016";"Tuji državljani";"....Italija";"0-14";51
"2016";"Tuji državljani";"....Italija";"15-19";19
"2016";"Tuji državljani";"....Italija";"20-24";30
"2016";"Tuji državljani";"....Italija";"25-29";44
"2016";"Tuji državljani";"....Italija";"30-34";54
"2016";"Tuji državljani";"....Italija";"35-39";59
"2016";"Tuji državljani";"....Italija";"40-44";57
"2016";"Tuji državljani";"....Italija";"45-49";67
"2016";"Tuji državljani";"....Italija";"50-54";53
"2016";"Tuji državljani";"....Italija";"55-59";40
"2016";"Tuji državljani";"....Italija";"60-64";37
"2016";"Tuji državljani";"....Italija";"65 +";65
"2016";"Tuji državljani";"....Nemèija";"0-14";20
"2016";"Tuji državljani";"....Nemèija";"15-19";6
"2016";"Tuji državljani";"....Nemèija";"20-24";15
"2016";"Tuji državljani";"....Nemèija";"25-29";5
"2016";"Tuji državljani";"....Nemèija";"30-34";9
"2016";"Tuji državljani";"....Nemèija";"35-39";7
"2016";"Tuji državljani";"....Nemèija";"40-44";14
"2016";"Tuji državljani";"....Nemèija";"45-49";21
"2016";"Tuji državljani";"....Nemèija";"50-54";20
"2016";"Tuji državljani";"....Nemèija";"55-59";7
"2016";"Tuji državljani";"....Nemèija";"60-64";15
"2016";"Tuji državljani";"....Nemèija";"65 +";35
"2016";"Tuji državljani";"....Slovaška";"0-14";5
"2016";"Tuji državljani";"....Slovaška";"15-19";3
"2016";"Tuji državljani";"....Slovaška";"20-24";14
"2016";"Tuji državljani";"....Slovaška";"25-29";14
"2016";"Tuji državljani";"....Slovaška";"30-34";12
"2016";"Tuji državljani";"....Slovaška";"35-39";9
"2016";"Tuji državljani";"....Slovaška";"40-44";6
"2016";"Tuji državljani";"....Slovaška";"45-49";4
"2016";"Tuji državljani";"....Slovaška";"50-54";7
"2016";"Tuji državljani";"....Slovaška";"55-59";2
"2016";"Tuji državljani";"....Slovaška";"60-64";1
"2016";"Tuji državljani";"....Slovaška";"65 +";1
"2016";"Tuji državljani";"....Združeno kraljestvo";"0-14";11
"2016";"Tuji državljani";"....Združeno kraljestvo";"15-19";0
"2016";"Tuji državljani";"....Združeno kraljestvo";"20-24";2
"2016";"Tuji državljani";"....Združeno kraljestvo";"25-29";10
"2016";"Tuji državljani";"....Združeno kraljestvo";"30-34";9
"2016";"Tuji državljani";"....Združeno kraljestvo";"35-39";11
"2016";"Tuji državljani";"....Združeno kraljestvo";"40-44";13
"2016";"Tuji državljani";"....Združeno kraljestvo";"45-49";9
"2016";"Tuji državljani";"....Združeno kraljestvo";"50-54";6
"2016";"Tuji državljani";"....Združeno kraljestvo";"55-59";2
"2016";"Tuji državljani";"....Združeno kraljestvo";"60-64";5
"2016";"Tuji državljani";"....Združeno kraljestvo";"65 +";10
"2016";"Tuji državljani";"....ostale države èlanice EU";"0-14";31
"2016";"Tuji državljani";"....ostale države èlanice EU";"15-19";16
"2016";"Tuji državljani";"....ostale države èlanice EU";"20-24";58
"2016";"Tuji državljani";"....ostale države èlanice EU";"25-29";98
"2016";"Tuji državljani";"....ostale države èlanice EU";"30-34";65
"2016";"Tuji državljani";"....ostale države èlanice EU";"35-39";72
"2016";"Tuji državljani";"....ostale države èlanice EU";"40-44";41
"2016";"Tuji državljani";"....ostale države èlanice EU";"45-49";34
"2016";"Tuji državljani";"....ostale države èlanice EU";"50-54";25
"2016";"Tuji državljani";"....ostale države èlanice EU";"55-59";18
"2016";"Tuji državljani";"....ostale države èlanice EU";"60-64";8
"2016";"Tuji državljani";"....ostale države èlanice EU";"65 +";16
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";155
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";39
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";42
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";75
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";110
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";133
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";121
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";86
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";56
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";37
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";13
"2016";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";20
"2016";"Tuji državljani";"....Ruska federacija";"0-14";90
"2016";"Tuji državljani";"....Ruska federacija";"15-19";20
"2016";"Tuji državljani";"....Ruska federacija";"20-24";19
"2016";"Tuji državljani";"....Ruska federacija";"25-29";48
"2016";"Tuji državljani";"....Ruska federacija";"30-34";56
"2016";"Tuji državljani";"....Ruska federacija";"35-39";81
"2016";"Tuji državljani";"....Ruska federacija";"40-44";71
"2016";"Tuji državljani";"....Ruska federacija";"45-49";57
"2016";"Tuji državljani";"....Ruska federacija";"50-54";40
"2016";"Tuji državljani";"....Ruska federacija";"55-59";25
"2016";"Tuji državljani";"....Ruska federacija";"60-64";6
"2016";"Tuji državljani";"....Ruska federacija";"65 +";11
"2016";"Tuji državljani";"....Švica";"0-14";1
"2016";"Tuji državljani";"....Švica";"15-19";0
"2016";"Tuji državljani";"....Švica";"20-24";0
"2016";"Tuji državljani";"....Švica";"25-29";1
"2016";"Tuji državljani";"....Švica";"30-34";2
"2016";"Tuji državljani";"....Švica";"35-39";1
"2016";"Tuji državljani";"....Švica";"40-44";1
"2016";"Tuji državljani";"....Švica";"45-49";3
"2016";"Tuji državljani";"....Švica";"50-54";3
"2016";"Tuji državljani";"....Švica";"55-59";0
"2016";"Tuji državljani";"....Švica";"60-64";4
"2016";"Tuji državljani";"....Švica";"65 +";4
"2016";"Tuji državljani";"....Ukrajina";"0-14";61
"2016";"Tuji državljani";"....Ukrajina";"15-19";14
"2016";"Tuji državljani";"....Ukrajina";"20-24";16
"2016";"Tuji državljani";"....Ukrajina";"25-29";20
"2016";"Tuji državljani";"....Ukrajina";"30-34";42
"2016";"Tuji državljani";"....Ukrajina";"35-39";42
"2016";"Tuji državljani";"....Ukrajina";"40-44";48
"2016";"Tuji državljani";"....Ukrajina";"45-49";26
"2016";"Tuji državljani";"....Ukrajina";"50-54";11
"2016";"Tuji državljani";"....Ukrajina";"55-59";11
"2016";"Tuji državljani";"....Ukrajina";"60-64";3
"2016";"Tuji državljani";"....Ukrajina";"65 +";5
"2016";"Tuji državljani";"....ostale evropske države";"0-14";3
"2016";"Tuji državljani";"....ostale evropske države";"15-19";5
"2016";"Tuji državljani";"....ostale evropske države";"20-24";7
"2016";"Tuji državljani";"....ostale evropske države";"25-29";6
"2016";"Tuji državljani";"....ostale evropske države";"30-34";10
"2016";"Tuji državljani";"....ostale evropske države";"35-39";9
"2016";"Tuji državljani";"....ostale evropske države";"40-44";1
"2016";"Tuji državljani";"....ostale evropske države";"45-49";0
"2016";"Tuji državljani";"....ostale evropske države";"50-54";2
"2016";"Tuji državljani";"....ostale evropske države";"55-59";1
"2016";"Tuji državljani";"....ostale evropske države";"60-64";0
"2016";"Tuji državljani";"....ostale evropske države";"65 +";0
"2016";"Tuji državljani";"AFRIKA";"0-14";5
"2016";"Tuji državljani";"AFRIKA";"15-19";1
"2016";"Tuji državljani";"AFRIKA";"20-24";12
"2016";"Tuji državljani";"AFRIKA";"25-29";9
"2016";"Tuji državljani";"AFRIKA";"30-34";19
"2016";"Tuji državljani";"AFRIKA";"35-39";10
"2016";"Tuji državljani";"AFRIKA";"40-44";2
"2016";"Tuji državljani";"AFRIKA";"45-49";1
"2016";"Tuji državljani";"AFRIKA";"50-54";3
"2016";"Tuji državljani";"AFRIKA";"55-59";0
"2016";"Tuji državljani";"AFRIKA";"60-64";1
"2016";"Tuji državljani";"AFRIKA";"65 +";2
"2016";"Tuji državljani";"AZIJA";"0-14";46
"2016";"Tuji državljani";"AZIJA";"15-19";30
"2016";"Tuji državljani";"AZIJA";"20-24";51
"2016";"Tuji državljani";"AZIJA";"25-29";71
"2016";"Tuji državljani";"AZIJA";"30-34";57
"2016";"Tuji državljani";"AZIJA";"35-39";41
"2016";"Tuji državljani";"AZIJA";"40-44";35
"2016";"Tuji državljani";"AZIJA";"45-49";22
"2016";"Tuji državljani";"AZIJA";"50-54";14
"2016";"Tuji državljani";"AZIJA";"55-59";11
"2016";"Tuji državljani";"AZIJA";"60-64";4
"2016";"Tuji državljani";"AZIJA";"65 +";6
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";21
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";2
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";8
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";13
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";15
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";17
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";15
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";4
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";8
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";1
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";5
"2016";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";5
"2016";"Tuji državljani";"JUŽNA AMERIKA";"0-14";6
"2016";"Tuji državljani";"JUŽNA AMERIKA";"15-19";2
"2016";"Tuji državljani";"JUŽNA AMERIKA";"20-24";6
"2016";"Tuji državljani";"JUŽNA AMERIKA";"25-29";5
"2016";"Tuji državljani";"JUŽNA AMERIKA";"30-34";13
"2016";"Tuji državljani";"JUŽNA AMERIKA";"35-39";7
"2016";"Tuji državljani";"JUŽNA AMERIKA";"40-44";5
"2016";"Tuji državljani";"JUŽNA AMERIKA";"45-49";3
"2016";"Tuji državljani";"JUŽNA AMERIKA";"50-54";1
"2016";"Tuji državljani";"JUŽNA AMERIKA";"55-59";1
"2016";"Tuji državljani";"JUŽNA AMERIKA";"60-64";0
"2016";"Tuji državljani";"JUŽNA AMERIKA";"65 +";2
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";0
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";0
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";1
