"Priseljeni prebivalci po državi prejšnjega prebivališèa, državljanstvu in starostnih skupinah, Slovenija, letno"

"LETO";"DRŽAVLJANSTVO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"STAROSTNE SKUPINE";Priseljeni prebivalci
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";1
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";1
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";3
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";1
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";2
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";3
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";1
"2019";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";2
"2020";"Tuji državljani";"....Bosna in Hercegovina";"0-14";1687
"2020";"Tuji državljani";"....Bosna in Hercegovina";"15-19";567
"2020";"Tuji državljani";"....Bosna in Hercegovina";"20-24";2365
"2020";"Tuji državljani";"....Bosna in Hercegovina";"25-29";1829
"2020";"Tuji državljani";"....Bosna in Hercegovina";"30-34";1453
"2020";"Tuji državljani";"....Bosna in Hercegovina";"35-39";1188
"2020";"Tuji državljani";"....Bosna in Hercegovina";"40-44";977
"2020";"Tuji državljani";"....Bosna in Hercegovina";"45-49";628
"2020";"Tuji državljani";"....Bosna in Hercegovina";"50-54";380
"2020";"Tuji državljani";"....Bosna in Hercegovina";"55-59";146
"2020";"Tuji državljani";"....Bosna in Hercegovina";"60-64";57
"2020";"Tuji državljani";"....Bosna in Hercegovina";"65 +";27
"2020";"Tuji državljani";"....Èrna gora";"0-14";14
"2020";"Tuji državljani";"....Èrna gora";"15-19";11
"2020";"Tuji državljani";"....Èrna gora";"20-24";45
"2020";"Tuji državljani";"....Èrna gora";"25-29";13
"2020";"Tuji državljani";"....Èrna gora";"30-34";10
"2020";"Tuji državljani";"....Èrna gora";"35-39";14
"2020";"Tuji državljani";"....Èrna gora";"40-44";7
"2020";"Tuji državljani";"....Èrna gora";"45-49";12
"2020";"Tuji državljani";"....Èrna gora";"50-54";1
"2020";"Tuji državljani";"....Èrna gora";"55-59";2
"2020";"Tuji državljani";"....Èrna gora";"60-64";1
"2020";"Tuji državljani";"....Èrna gora";"65 +";0
"2020";"Tuji državljani";"....Kosovo";"0-14";509
"2020";"Tuji državljani";"....Kosovo";"15-19";241
"2020";"Tuji državljani";"....Kosovo";"20-24";742
"2020";"Tuji državljani";"....Kosovo";"25-29";806
"2020";"Tuji državljani";"....Kosovo";"30-34";584
"2020";"Tuji državljani";"....Kosovo";"35-39";384
"2020";"Tuji državljani";"....Kosovo";"40-44";259
"2020";"Tuji državljani";"....Kosovo";"45-49";171
"2020";"Tuji državljani";"....Kosovo";"50-54";71
"2020";"Tuji državljani";"....Kosovo";"55-59";39
"2020";"Tuji državljani";"....Kosovo";"60-64";18
"2020";"Tuji državljani";"....Kosovo";"65 +";11
"2020";"Tuji državljani";"....Severna Makedonija";"0-14";209
"2020";"Tuji državljani";"....Severna Makedonija";"15-19";143
"2020";"Tuji državljani";"....Severna Makedonija";"20-24";357
"2020";"Tuji državljani";"....Severna Makedonija";"25-29";234
"2020";"Tuji državljani";"....Severna Makedonija";"30-34";149
"2020";"Tuji državljani";"....Severna Makedonija";"35-39";111
"2020";"Tuji državljani";"....Severna Makedonija";"40-44";102
"2020";"Tuji državljani";"....Severna Makedonija";"45-49";93
"2020";"Tuji državljani";"....Severna Makedonija";"50-54";63
"2020";"Tuji državljani";"....Severna Makedonija";"55-59";37
"2020";"Tuji državljani";"....Severna Makedonija";"60-64";13
"2020";"Tuji državljani";"....Severna Makedonija";"65 +";15
"2020";"Tuji državljani";"....Srbija";"0-14";247
"2020";"Tuji državljani";"....Srbija";"15-19";137
"2020";"Tuji državljani";"....Srbija";"20-24";380
"2020";"Tuji državljani";"....Srbija";"25-29";427
"2020";"Tuji državljani";"....Srbija";"30-34";329
"2020";"Tuji državljani";"....Srbija";"35-39";384
"2020";"Tuji državljani";"....Srbija";"40-44";380
"2020";"Tuji državljani";"....Srbija";"45-49";346
"2020";"Tuji državljani";"....Srbija";"50-54";219
"2020";"Tuji državljani";"....Srbija";"55-59";104
"2020";"Tuji državljani";"....Srbija";"60-64";36
"2020";"Tuji državljani";"....Srbija";"65 +";12
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";167
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";89
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";245
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";341
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";339
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";323
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";318
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";305
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";278
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";222
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";167
"2020";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";305
"2020";"Tuji državljani";"....Avstrija";"0-14";4
"2020";"Tuji državljani";"....Avstrija";"15-19";2
"2020";"Tuji državljani";"....Avstrija";"20-24";3
"2020";"Tuji državljani";"....Avstrija";"25-29";9
"2020";"Tuji državljani";"....Avstrija";"30-34";6
"2020";"Tuji državljani";"....Avstrija";"35-39";14
"2020";"Tuji državljani";"....Avstrija";"40-44";12
"2020";"Tuji državljani";"....Avstrija";"45-49";11
"2020";"Tuji državljani";"....Avstrija";"50-54";17
"2020";"Tuji državljani";"....Avstrija";"55-59";18
"2020";"Tuji državljani";"....Avstrija";"60-64";24
"2020";"Tuji državljani";"....Avstrija";"65 +";29
"2020";"Tuji državljani";"....Belgija";"0-14";0
"2020";"Tuji državljani";"....Belgija";"15-19";2
"2020";"Tuji državljani";"....Belgija";"20-24";1
"2020";"Tuji državljani";"....Belgija";"25-29";2
"2020";"Tuji državljani";"....Belgija";"30-34";1
"2020";"Tuji državljani";"....Belgija";"35-39";6
"2020";"Tuji državljani";"....Belgija";"40-44";6
"2020";"Tuji državljani";"....Belgija";"45-49";3
"2020";"Tuji državljani";"....Belgija";"50-54";2
"2020";"Tuji državljani";"....Belgija";"55-59";4
"2020";"Tuji državljani";"....Belgija";"60-64";0
"2020";"Tuji državljani";"....Belgija";"65 +";1
"2020";"Tuji državljani";"....Bolgarija";"0-14";17
"2020";"Tuji državljani";"....Bolgarija";"15-19";6
"2020";"Tuji državljani";"....Bolgarija";"20-24";20
"2020";"Tuji državljani";"....Bolgarija";"25-29";27
"2020";"Tuji državljani";"....Bolgarija";"30-34";35
"2020";"Tuji državljani";"....Bolgarija";"35-39";33
"2020";"Tuji državljani";"....Bolgarija";"40-44";45
"2020";"Tuji državljani";"....Bolgarija";"45-49";31
"2020";"Tuji državljani";"....Bolgarija";"50-54";29
"2020";"Tuji državljani";"....Bolgarija";"55-59";19
"2020";"Tuji državljani";"....Bolgarija";"60-64";5
"2020";"Tuji državljani";"....Bolgarija";"65 +";5
"2020";"Tuji državljani";"....Hrvaška";"0-14";30
"2020";"Tuji državljani";"....Hrvaška";"15-19";43
"2020";"Tuji državljani";"....Hrvaška";"20-24";144
"2020";"Tuji državljani";"....Hrvaška";"25-29";150
"2020";"Tuji državljani";"....Hrvaška";"30-34";126
"2020";"Tuji državljani";"....Hrvaška";"35-39";110
"2020";"Tuji državljani";"....Hrvaška";"40-44";80
"2020";"Tuji državljani";"....Hrvaška";"45-49";81
"2020";"Tuji državljani";"....Hrvaška";"50-54";68
"2020";"Tuji državljani";"....Hrvaška";"55-59";41
"2020";"Tuji državljani";"....Hrvaška";"60-64";41
"2020";"Tuji državljani";"....Hrvaška";"65 +";85
"2020";"Tuji državljani";"....Italija";"0-14";59
"2020";"Tuji državljani";"....Italija";"15-19";21
"2020";"Tuji državljani";"....Italija";"20-24";30
"2020";"Tuji državljani";"....Italija";"25-29";46
"2020";"Tuji državljani";"....Italija";"30-34";57
"2020";"Tuji državljani";"....Italija";"35-39";51
"2020";"Tuji državljani";"....Italija";"40-44";71
"2020";"Tuji državljani";"....Italija";"45-49";94
"2020";"Tuji državljani";"....Italija";"50-54";71
"2020";"Tuji državljani";"....Italija";"55-59";62
"2020";"Tuji državljani";"....Italija";"60-64";46
"2020";"Tuji državljani";"....Italija";"65 +";73
"2020";"Tuji državljani";"....Nemèija";"0-14";15
"2020";"Tuji državljani";"....Nemèija";"15-19";6
"2020";"Tuji državljani";"....Nemèija";"20-24";7
"2020";"Tuji državljani";"....Nemèija";"25-29";16
"2020";"Tuji državljani";"....Nemèija";"30-34";31
"2020";"Tuji državljani";"....Nemèija";"35-39";33
"2020";"Tuji državljani";"....Nemèija";"40-44";30
"2020";"Tuji državljani";"....Nemèija";"45-49";34
"2020";"Tuji državljani";"....Nemèija";"50-54";45
"2020";"Tuji državljani";"....Nemèija";"55-59";37
"2020";"Tuji državljani";"....Nemèija";"60-64";23
"2020";"Tuji državljani";"....Nemèija";"65 +";69
"2020";"Tuji državljani";"....Slovaška";"0-14";1
"2020";"Tuji državljani";"....Slovaška";"15-19";2
"2020";"Tuji državljani";"....Slovaška";"20-24";3
"2020";"Tuji državljani";"....Slovaška";"25-29";8
"2020";"Tuji državljani";"....Slovaška";"30-34";4
"2020";"Tuji državljani";"....Slovaška";"35-39";5
"2020";"Tuji državljani";"....Slovaška";"40-44";7
"2020";"Tuji državljani";"....Slovaška";"45-49";9
"2020";"Tuji državljani";"....Slovaška";"50-54";6
"2020";"Tuji državljani";"....Slovaška";"55-59";3
"2020";"Tuji državljani";"....Slovaška";"60-64";1
"2020";"Tuji državljani";"....Slovaška";"65 +";0
"2020";"Tuji državljani";"....Združeno kraljestvo";"0-14";7
"2020";"Tuji državljani";"....Združeno kraljestvo";"15-19";1
"2020";"Tuji državljani";"....Združeno kraljestvo";"20-24";5
"2020";"Tuji državljani";"....Združeno kraljestvo";"25-29";14
"2020";"Tuji državljani";"....Združeno kraljestvo";"30-34";21
"2020";"Tuji državljani";"....Združeno kraljestvo";"35-39";19
"2020";"Tuji državljani";"....Združeno kraljestvo";"40-44";10
"2020";"Tuji državljani";"....Združeno kraljestvo";"45-49";14
"2020";"Tuji državljani";"....Združeno kraljestvo";"50-54";18
"2020";"Tuji državljani";"....Združeno kraljestvo";"55-59";20
"2020";"Tuji državljani";"....Združeno kraljestvo";"60-64";17
"2020";"Tuji državljani";"....Združeno kraljestvo";"65 +";15
"2020";"Tuji državljani";"....ostale države èlanice EU";"0-14";34
"2020";"Tuji državljani";"....ostale države èlanice EU";"15-19";6
"2020";"Tuji državljani";"....ostale države èlanice EU";"20-24";32
"2020";"Tuji državljani";"....ostale države èlanice EU";"25-29";69
"2020";"Tuji državljani";"....ostale države èlanice EU";"30-34";58
"2020";"Tuji državljani";"....ostale države èlanice EU";"35-39";52
"2020";"Tuji državljani";"....ostale države èlanice EU";"40-44";57
"2020";"Tuji državljani";"....ostale države èlanice EU";"45-49";28
"2020";"Tuji državljani";"....ostale države èlanice EU";"50-54";22
"2020";"Tuji državljani";"....ostale države èlanice EU";"55-59";18
"2020";"Tuji državljani";"....ostale države èlanice EU";"60-64";10
"2020";"Tuji državljani";"....ostale države èlanice EU";"65 +";28
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";182
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";55
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";51
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";73
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";80
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";99
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";87
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";60
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";47
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";27
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";12
"2020";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";21
"2020";"Tuji državljani";"....Ruska federacija";"0-14";120
"2020";"Tuji državljani";"....Ruska federacija";"15-19";32
"2020";"Tuji državljani";"....Ruska federacija";"20-24";15
"2020";"Tuji državljani";"....Ruska federacija";"25-29";38
"2020";"Tuji državljani";"....Ruska federacija";"30-34";37
"2020";"Tuji državljani";"....Ruska federacija";"35-39";49
"2020";"Tuji državljani";"....Ruska federacija";"40-44";44
"2020";"Tuji državljani";"....Ruska federacija";"45-49";37
"2020";"Tuji državljani";"....Ruska federacija";"50-54";30
"2020";"Tuji državljani";"....Ruska federacija";"55-59";17
"2020";"Tuji državljani";"....Ruska federacija";"60-64";3
"2020";"Tuji državljani";"....Ruska federacija";"65 +";13
"2020";"Tuji državljani";"....Švica";"0-14";0
"2020";"Tuji državljani";"....Švica";"15-19";1
"2020";"Tuji državljani";"....Švica";"20-24";0
"2020";"Tuji državljani";"....Švica";"25-29";1
"2020";"Tuji državljani";"....Švica";"30-34";0
"2020";"Tuji državljani";"....Švica";"35-39";2
"2020";"Tuji državljani";"....Švica";"40-44";4
"2020";"Tuji državljani";"....Švica";"45-49";4
"2020";"Tuji državljani";"....Švica";"50-54";3
"2020";"Tuji državljani";"....Švica";"55-59";1
"2020";"Tuji državljani";"....Švica";"60-64";1
"2020";"Tuji državljani";"....Švica";"65 +";3
"2020";"Tuji državljani";"....Ukrajina";"0-14";51
"2020";"Tuji državljani";"....Ukrajina";"15-19";18
"2020";"Tuji državljani";"....Ukrajina";"20-24";21
"2020";"Tuji državljani";"....Ukrajina";"25-29";19
"2020";"Tuji državljani";"....Ukrajina";"30-34";30
"2020";"Tuji državljani";"....Ukrajina";"35-39";37
"2020";"Tuji državljani";"....Ukrajina";"40-44";33
"2020";"Tuji državljani";"....Ukrajina";"45-49";16
"2020";"Tuji državljani";"....Ukrajina";"50-54";8
"2020";"Tuji državljani";"....Ukrajina";"55-59";7
"2020";"Tuji državljani";"....Ukrajina";"60-64";8
"2020";"Tuji državljani";"....Ukrajina";"65 +";2
"2020";"Tuji državljani";"....ostale evropske države";"0-14";11
"2020";"Tuji državljani";"....ostale evropske države";"15-19";4
"2020";"Tuji državljani";"....ostale evropske države";"20-24";15
"2020";"Tuji državljani";"....ostale evropske države";"25-29";15
"2020";"Tuji državljani";"....ostale evropske države";"30-34";13
"2020";"Tuji državljani";"....ostale evropske države";"35-39";11
"2020";"Tuji državljani";"....ostale evropske države";"40-44";6
"2020";"Tuji državljani";"....ostale evropske države";"45-49";3
"2020";"Tuji državljani";"....ostale evropske države";"50-54";6
"2020";"Tuji državljani";"....ostale evropske države";"55-59";2
"2020";"Tuji državljani";"....ostale evropske države";"60-64";0
"2020";"Tuji državljani";"....ostale evropske države";"65 +";3
"2020";"Tuji državljani";"AFRIKA";"0-14";10
"2020";"Tuji državljani";"AFRIKA";"15-19";4
"2020";"Tuji državljani";"AFRIKA";"20-24";19
"2020";"Tuji državljani";"AFRIKA";"25-29";28
"2020";"Tuji državljani";"AFRIKA";"30-34";16
"2020";"Tuji državljani";"AFRIKA";"35-39";11
"2020";"Tuji državljani";"AFRIKA";"40-44";9
"2020";"Tuji državljani";"AFRIKA";"45-49";5
"2020";"Tuji državljani";"AFRIKA";"50-54";5
"2020";"Tuji državljani";"AFRIKA";"55-59";4
"2020";"Tuji državljani";"AFRIKA";"60-64";3
"2020";"Tuji državljani";"AFRIKA";"65 +";1
"2020";"Tuji državljani";"AZIJA";"0-14";71
"2020";"Tuji državljani";"AZIJA";"15-19";29
"2020";"Tuji državljani";"AZIJA";"20-24";65
"2020";"Tuji državljani";"AZIJA";"25-29";121
"2020";"Tuji državljani";"AZIJA";"30-34";128
"2020";"Tuji državljani";"AZIJA";"35-39";119
"2020";"Tuji državljani";"AZIJA";"40-44";95
"2020";"Tuji državljani";"AZIJA";"45-49";45
"2020";"Tuji državljani";"AZIJA";"50-54";29
"2020";"Tuji državljani";"AZIJA";"55-59";18
"2020";"Tuji državljani";"AZIJA";"60-64";9
"2020";"Tuji državljani";"AZIJA";"65 +";9
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";19
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";4
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";5
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";14
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";22
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";19
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";11
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";7
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";4
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";6
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";7
"2020";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";8
"2020";"Tuji državljani";"JUŽNA AMERIKA";"0-14";4
"2020";"Tuji državljani";"JUŽNA AMERIKA";"15-19";2
"2020";"Tuji državljani";"JUŽNA AMERIKA";"20-24";2
"2020";"Tuji državljani";"JUŽNA AMERIKA";"25-29";13
"2020";"Tuji državljani";"JUŽNA AMERIKA";"30-34";8
"2020";"Tuji državljani";"JUŽNA AMERIKA";"35-39";9
"2020";"Tuji državljani";"JUŽNA AMERIKA";"40-44";12
"2020";"Tuji državljani";"JUŽNA AMERIKA";"45-49";3
"2020";"Tuji državljani";"JUŽNA AMERIKA";"50-54";3
"2020";"Tuji državljani";"JUŽNA AMERIKA";"55-59";0
"2020";"Tuji državljani";"JUŽNA AMERIKA";"60-64";5
"2020";"Tuji državljani";"JUŽNA AMERIKA";"65 +";1
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";0
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";0
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";3
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";3
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";2
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";1
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";2
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";2
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";2
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";2
"2020";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";3
